nox_measure,sox_measure,tsp_measure
12.52,19.44,1.82
12.52,19.44,1.82
12.52,19.44,1.82
12.52,19.44,1.82
12.52,19.44,1.82
4.77,6.16,1.73
0.35,2.55,1.93
0.35,2.55,1.93
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
11.78,20.41,1.75
4.63,6.1,1.74
0.38,2.5,1.91
0.38,2.5,1.91
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
12.13,19.55,1.75
4.53,5.9,1.77
0.46,2.23,1.98
0.46,2.23,1.98
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
12.28,18.88,1.81
4.88,6.12,1.84
0.44,1.81,2.07
0.44,1.81,2.07
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
11.53,18.2,1.88
4.66,6.04,1.78
0.47,1.74,2.26
0.47,1.74,2.26
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
12.56,16.28,1.96
4.72,6.13,1.77
0.47,1.85,2.42
0.47,1.85,2.42
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
12.17,16.33,2.09
4.59,6.26,1.75
0.5,1.42,2.51
0.5,1.42,2.51
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
11.46,14.74,2.23
4.41,6.43,1.74
0.51,1.4,2.52
0.51,1.4,2.52
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
11.41,14.85,2.44
4.51,6.22,1.73
0.51,1.48,2.51
0.51,1.48,2.51
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
12.13,14.33,2.49
4.67,6.27,1.74
0.48,1.46,2.44
0.48,1.46,2.44
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
11.72,12.88,2.7
4.8,5.54,1.73
0.47,1.43,2.37
0.47,1.43,2.37
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
11.38,12.28,2.69
4.46,5.61,1.72
0.46,1.35,2.24
0.46,1.35,2.24
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
12.22,13.15,2.56
3.65,6.91,1.7
0.3,1.94,2.04
0.3,1.94,2.04
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
13.65,10.83,2.87
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
3.52,8.14,1.73
0.28,2.22,1.73
0.28,2.22,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
11.6,10.72,1.73
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
3.03,6.82,1.77
0.26,2.08,2.08
0.26,2.08,2.08
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
10.26,10.93,3.6
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
23.905,0.23,0.05
2.79,5.82,1.82
0.25,2.12,2.09
0.25,2.12,2.09
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
11.49,10.92,3.68
23.905,0.24,0.03
23.905,0.24,0.03
23.905,0.24,0.03
23.905,0.24,0.03
23.905,0.24,0.03
23.905,0.24,0.03
3.17,5.85,1.84
0.29,2.29,2.08
0.29,2.29,2.08
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
11.82,11.18,3.54
23.905,0.23,0.03
23.905,0.23,0.03
23.905,0.23,0.03
23.905,0.23,0.03
23.905,0.23,0.03
23.905,0.23,0.03
3.02,6.1,1.86
0.28,2.12,1.92
0.28,2.12,1.92
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
11.63,11.35,3.43
23.905,0.24,3.43
23.905,0.24,3.43
23.905,0.24,3.43
23.905,0.24,3.43
23.905,0.24,3.43
23.905,0.24,3.43
3.37,6.76,1.89
0.29,2.31,1.96
0.29,2.31,1.96
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
11.24,11.47,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
3.32,7.22,1.91
0.22,2.26,1.9
0.22,2.26,1.9
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
11.47,11.88,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
23.905,0.25,3.36
3.09,7.55,1.92
0.19,2.12,2.02
0.19,2.12,2.02
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
12.3,12.72,3.31
23.905,0.26,3.31
23.905,0.26,3.31
23.905,0.26,3.31
23.905,0.26,3.31
23.905,0.26,3.31
23.905,0.26,3.31
2.81,7.78,1.94
0.22,2.32,2.25
0.22,2.32,2.25
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
11.82,13.46,3.24
23.905,0.27,0.01
23.905,0.27,0.01
23.905,0.27,0.01
23.905,0.27,0.01
23.905,0.27,0.01
23.905,0.27,0.01
2.88,9.1,1.93
0.42,2.25,2.35
0.42,2.25,2.35
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
12.21,13.75,3.19
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
3.02,8.79,1.97
0.88,2.44,1.96
0.88,2.44,1.96
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
12.32,14.14,3.17
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
23.905,0.28,0.03
3.33,10.09,1.99
0.26,2.6,1.95
0.26,2.6,1.95
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
13.16,14.89,3.11
23.905,0.29,0.04
23.905,0.29,0.04
23.905,0.29,0.04
23.905,0.29,0.04
23.905,0.29,0.04
23.905,0.29,0.04
3.89,10.3,1.95
0.27,2.52,1.88
0.27,2.52,1.88
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
10.35,15.44,3.11
23.905,0.29,0.03
23.905,0.29,0.03
23.905,0.29,0.03
23.905,0.29,0.03
23.905,0.29,0.03
23.905,0.29,0.03
3.68,9.38,1.91
0.81,2.49,1.91
0.81,2.49,1.91
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
11.84,16.06,3.06
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
23.905,0.31,0.03
3.29,9.75,1.88
1.73,2.36,1.94
1.73,2.36,1.94
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
12.27,16.21,3.02
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
3.27,10.12,1.87
1.14,2.3,1.93
1.14,2.3,1.93
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
11.99,16.34,2.88
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
3.24,10.14,1.85
0.61,2.22,1.95
0.61,2.22,1.95
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
12.21,15.88,2.83
23.905,0.32,0.05
23.905,0.32,0.05
23.905,0.32,0.05
23.905,0.32,0.05
23.905,0.32,0.05
23.905,0.32,0.05
3.22,10.33,1.86
0.38,2.26,1.97
0.38,2.26,1.97
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
11.95,15.79,2.76
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
3.37,10.6,1.86
0.34,2.25,1.98
0.34,2.25,1.98
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
12.07,15.47,2.71
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
3.74,10.9,1.85
0.33,2.51,1.93
0.33,2.51,1.93
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
12.15,14.74,2.63
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
23.905,0.32,0.04
3.72,11.06,1.86
0.33,2.42,1.94
0.33,2.42,1.94
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
11.88,15.36,2.62
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
3.54,10.82,1.86
0.3,2.46,1.95
0.3,2.46,1.95
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
12.35,16.16,2.6
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
23.905,0.31,0.04
2.92,10.49,1.86
0.35,2.48,1.99
0.35,2.48,1.99
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
11.82,16.39,2.54
23.905,0.33,0.04
23.905,0.33,0.04
23.905,0.33,0.04
23.905,0.33,0.04
23.905,0.33,0.04
23.905,0.33,0.04
3.31,10.29,1.86
0.58,2.67,2.02
0.58,2.67,2.02
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
11.87,16.11,2.45
23.905,0.34,0.07
23.905,0.34,0.07
23.905,0.34,0.07
23.905,0.34,0.07
23.905,0.34,0.07
23.905,0.34,0.07
3.65,10.26,1.84
0.5,2.63,2.04
0.5,2.63,2.04
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
12.17,16.31,2.41
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
2.26,10.05,1.85
0.68,2.34,2.05
0.68,2.34,2.05
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
12.9,16.76,2.26
23.905,0.35,0.07
23.905,0.35,0.07
23.905,0.35,0.07
23.905,0.35,0.07
23.905,0.35,0.07
23.905,0.35,0.07
1.79,9.63,1.88
0.85,2.28,2.08
0.85,2.28,2.08
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
12.56,15.83,2.39
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
23.905,0.35,0.06
1.99,9.5,1.87
1.69,2.64,2.14
1.69,2.64,2.14
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
11.53,17.2,2.25
23.905,0.36,0.07
23.905,0.36,0.07
23.905,0.36,0.07
23.905,0.36,0.07
23.905,0.36,0.07
23.905,0.36,0.07
3.14,9.97,1.84
1.67,2.52,2.1
1.67,2.52,2.1
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
11.89,16.32,2.14
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
2.96,10.24,1.84
0.69,2.32,2.09
0.69,2.32,2.09
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
10.59,16.56,2.27
23.905,0.37,0.06
23.905,0.37,0.06
23.905,0.37,0.06
23.905,0.37,0.06
23.905,0.37,0.06
23.905,0.37,0.06
2.92,10.39,1.84
2.4,2.42,2.11
2.4,2.42,2.11
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
12.07,18.07,2.24
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
4.22,11.01,0.05
3.01,2.27,2.07
3.01,2.27,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
11.97,18.21,2.07
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
4.98,11.01,1.85
2.45,2.24,2.11
2.45,2.24,2.11
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
11.6,17.87,1.88
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
23.905,0.36,0.05
4.83,10.94,1.85
0.52,1.83,2.07
0.52,1.83,2.07
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
11.59,16.39,1.92
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
4.35,10.86,1.84
1.14,2.11,2.08
1.14,2.11,2.08
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
11.58,15.71,1.85
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
4.29,10.76,1.82
1.2,2.21,2.09
1.2,2.21,2.09
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
13.51,15.01,1.9
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
4.19,10.93,1.82
1.4,2.3,2.11
1.4,2.3,2.11
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
12.12,14.33,1.93
23.905,0.39,0.06
23.905,0.39,0.06
23.905,0.39,0.06
23.905,0.39,0.06
23.905,0.39,0.06
23.905,0.39,0.06
4.22,11.1,1.81
1.31,2.46,2.1
1.31,2.46,2.1
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
11.66,15.67,1.96
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
4.05,11.15,1.81
0.31,2.15,2.05
0.31,2.15,2.05
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
11.59,15.27,2.04
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
4.1,11.15,1.84
0.27,2.17,2.03
0.27,2.17,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
11.9,14.56,2.03
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
4.4,11.86,1.83
0.33,2.02,2.07
0.33,2.02,2.07
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
12.33,14.26,2.15
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
23.905,0.36,0.06
4.68,11.88,1.82
0.59,2.29,2.05
0.59,2.29,2.05
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
11.87,14.36,2.15
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
4.33,11.88,1.82
0.95,2.35,1.99
0.95,2.35,1.99
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
12.3,14.7,2.07
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
4.39,12.16,1.82
0.76,2.04,1.97
0.76,2.04,1.97
11.66,14.3,2.29
11.66,14.3,2.29
11.66,14.3,2.29
11.66,14.3,2.29
11.66,14.3,2.29
11.66,14.3,2.29
11.66,14.3,2.29
0.32,0.0,0.15
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
23.905,0.39,0.05
4.58,12.48,1.84
0.93,2.02,2.0
0.93,2.02,2.0
0.93,2.02,2.32
0.93,2.02,2.32
0.93,2.02,2.32
0.93,2.02,2.32
0.93,2.02,2.32
0.93,2.02,2.32
0.93,2.02,2.32
0.44,0.0,0.13
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
5.23,12.69,1.87
1.08,2.1,2.01
1.08,2.1,2.01
11.59,14.69,2.4
11.59,14.69,2.4
11.59,14.69,2.4
11.59,14.69,2.4
11.59,14.69,2.4
11.59,14.69,2.4
11.59,14.69,2.4
2.8,0.0,0.12
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
5.02,13.23,1.85
1.37,2.03,2.05
1.37,2.03,2.05
11.73,15.82,2.38
11.73,15.82,2.38
11.73,15.82,2.38
11.73,15.82,2.38
11.73,15.82,2.38
11.73,15.82,2.38
11.73,15.82,2.38
23.905,0.0,0.38
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
5.01,14.15,1.87
1.27,1.96,2.19
1.27,1.96,2.19
13.77,21.51,2.29
13.77,21.51,2.29
13.77,21.51,2.29
13.77,21.51,2.29
13.77,21.51,2.29
13.77,21.51,2.29
13.77,21.51,2.29
23.905,0.0,0.06
23.905,0.37,0.04
23.905,0.37,0.04
23.905,0.37,0.04
23.905,0.37,0.04
23.905,0.37,0.04
23.905,0.37,0.04
5.91,14.69,1.65
1.58,2.41,1.65
1.58,2.41,1.65
12.3,24.64,1.65
12.3,24.64,1.65
12.3,24.64,1.65
12.3,24.64,1.65
12.3,24.64,1.65
12.3,24.64,1.65
12.3,24.64,1.65
23.905,0.0,0.05
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
5.48,14.54,1.63
1.65,2.5,2.13
1.65,2.5,2.13
11.98,24.71,2.2
11.98,24.71,2.2
11.98,24.71,2.2
11.98,24.71,2.2
11.98,24.71,2.2
11.98,24.71,2.2
11.98,24.71,2.2
23.905,0.0,0.04
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
23.905,0.38,0.05
5.08,14.47,1.59
1.51,2.27,2.05
1.51,2.27,2.05
11.09,23.97,2.26
11.09,23.97,2.26
11.09,23.97,2.26
11.09,23.97,2.26
11.09,23.97,2.26
11.09,23.97,2.26
11.09,23.97,2.26
23.905,0.0,0.04
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
23.905,0.37,0.05
4.8,12.73,1.59
0.85,2.36,2.07
0.85,2.36,2.07
12.1,23.82,2.33
12.1,23.82,2.33
12.1,23.82,2.33
12.1,23.82,2.33
12.1,23.82,2.33
12.1,23.82,2.33
12.1,23.82,2.33
23.905,0.0,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
23.905,0.38,0.04
4.91,13.55,1.61
0.71,2.56,2.05
0.71,2.56,2.05
11.38,23.13,2.34
11.38,23.13,2.34
11.38,23.13,2.34
11.38,23.13,2.34
11.38,23.13,2.34
11.38,23.13,2.34
11.38,23.13,2.34
23.905,0.0,0.03
23.905,0.46,0.06
23.905,0.46,0.06
23.905,0.46,0.06
23.905,0.46,0.06
23.905,0.46,0.06
23.905,0.46,0.06
5.64,14.48,1.65
0.52,2.69,2.12
0.52,2.69,2.12
12.15,22.24,2.43
12.15,22.24,2.43
12.15,22.24,2.43
12.15,22.24,2.43
12.15,22.24,2.43
12.15,22.24,2.43
12.15,22.24,2.43
12.11,0.0,0.03
12.11,0.0,0.03
12.11,0.0,0.03
12.11,0.0,0.03
12.11,0.0,0.03
12.11,0.0,0.03
12.11,0.0,0.03
6.19,15.88,1.65
0.65,2.52,2.13
0.65,2.52,2.13
11.99,21.64,2.4
11.99,21.64,2.4
11.99,21.64,2.4
11.99,21.64,2.4
11.99,21.64,2.4
11.99,21.64,2.4
11.99,21.64,2.4
6.26,0.0,0.09
6.26,0.0,0.09
6.26,0.0,0.09
6.26,0.0,0.09
6.26,0.0,0.09
6.26,0.0,0.09
6.26,0.0,0.09
6.42,15.79,1.66
0.69,2.87,2.14
0.69,2.87,2.14
11.79,21.14,2.36
11.79,21.14,2.36
11.79,21.14,2.36
11.79,21.14,2.36
