nox_measure,sox_measure,tsp_measure
,,
5.95,,
5.94,,
5.94,,
4.46,7.36,1.74
1.88,3.03,1.74
1.88,3.03,1.74
20.29,0.01,1.74
20.29,0.01,1.74
5.97,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
7.83,0.01,1.74
5.94,0.01,1.74
5.95,0.01,1.74
5.95,0.01,1.74
4.04,7.21,1.73
2.41,2.96,1.82
2.41,2.96,1.82
23.905,0.04,3.28
23.905,0.04,3.28
6.09,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
7.68,0.04,3.28
5.88,0.04,3.28
5.93,0.04,3.28
5.93,0.04,3.28
3.94,7.64,1.72
2.59,2.71,1.85
2.59,2.71,1.85
23.905,0.03,3.45
23.905,0.03,3.45
6.5,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
7.63,0.03,3.45
5.82,0.03,3.45
5.91,0.03,3.45
5.91,0.03,3.45
3.84,7.68,1.75
1.76,2.9,1.83
1.76,2.9,1.83
23.905,0.0,3.38
23.905,0.0,3.38
6.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
7.45,0.0,3.38
5.8,0.0,3.38
5.91,0.0,3.38
5.91,0.0,3.38
3.87,7.75,1.75
1.15,2.79,1.82
1.15,2.79,1.82
23.905,0.07,3.38
23.905,0.07,3.38
6.42,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
7.39,0.07,3.38
5.42,0.07,3.38
7.86,0.07,3.38
7.86,0.07,3.38
4.25,7.88,1.71
1.47,2.79,1.82
1.47,2.79,1.82
23.905,0.03,3.41
23.905,0.03,3.41
6.48,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
7.4,0.03,3.41
12.83,0.03,3.41
12.83,0.03,3.41
12.83,0.03,3.41
4.01,7.98,1.72
0.75,2.85,1.93
0.75,2.85,1.93
23.905,0.2,3.4
23.905,0.2,3.4
6.54,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
7.42,0.2,3.4
4.42,6.2,1.64
1.05,2.23,2.91
1.05,2.23,2.91
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
12.89,0.09,2.93
4.69,6.28,1.65
1.44,2.39,2.83
1.44,2.39,2.83
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
12.52,0.01,2.86
5.35,6.3,1.63
1.93,2.41,2.74
1.93,2.41,2.74
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
12.3,0.01,2.69
5.93,6.29,1.61
1.9,2.57,2.62
1.9,2.57,2.62
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
12.99,0.01,2.5
5.63,6.76,1.63
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
1.81,2.51,2.39
5.04,6.82,1.65
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
2.24,2.63,2.14
4.45,6.77,2.14
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
2.22,2.85,2.09
4.0,6.62,1.72
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
2.52,2.97,1.91
4.32,6.59,1.71
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
3.28,2.86,1.96
4.62,6.85,1.74
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.06,3.04,1.88
3.62,7.74,1.85
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.81,2.97,1.82
2.33,7.28,1.86
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
4.0,3.1,1.84
2.17,7.37,1.9
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
3.68,3.06,1.93
1.87,6.58,1.85
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.44,3.13,1.9
2.31,5.82,1.79
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
1.26,3.13,1.96
3.15,6.14,1.74
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
0.71,3.16,2.02
4.34,6.18,1.62
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
1.42,3.33,2.02
4.49,6.17,1.56
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
1.45,3.17,1.95
23.905,3.17,1.95
23.905,3.17,1.95
23.905,3.17,1.95
4.97,6.18,1.56
1.59,3.1,1.83
1.59,3.1,1.83
1.59,3.1,1.83
1.59,3.1,1.83
1.59,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
23.905,3.1,1.83
6.55,6.64,1.57
1.51,2.99,1.82
1.51,2.99,1.82
1.51,2.99,1.82
1.51,2.99,1.82
1.51,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
11.23,2.99,1.82
5.39,2.99,1.82
5.39,2.99,1.82
5.39,2.99,1.82
6.49,6.78,1.56
1.78,2.91,1.79
1.78,2.91,1.79
1.78,2.91,1.79
1.78,2.91,1.79
1.78,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
7.55,2.91,1.79
5.37,2.91,1.79
5.37,2.91,1.79
5.37,2.91,1.79
6.05,7.18,1.56
2.02,2.75,1.9
2.02,2.75,1.9
16.5,22.78,1.82
16.5,22.78,1.82
16.5,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
8.54,22.78,1.82
7.08,22.78,1.82
23.905,22.78,1.82
23.905,22.78,1.82
5.94,7.14,1.55
1.98,2.55,2.0
1.98,2.55,2.0
15.08,20.32,1.91
15.08,20.32,1.91
15.08,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
8.82,20.32,1.91
7.59,20.32,1.91
7.09,20.32,1.91
7.09,20.32,1.91
5.95,6.73,1.53
2.06,2.4,1.53
2.06,2.4,1.53
14.37,19.7,1.53
14.37,19.7,1.53
14.37,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
8.89,19.7,1.53
7.06,19.7,1.53
5.21,19.7,1.53
5.21,19.7,1.53
6.01,6.24,1.52
1.96,2.42,2.13
1.96,2.42,2.13
13.92,19.36,2.19
13.92,19.36,2.19
13.92,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
8.89,19.36,2.19
5.97,19.36,2.19
6.01,19.36,2.19
6.01,19.36,2.19
5.84,5.58,1.53
2.25,2.38,2.15
2.25,2.38,2.15
13.83,19.1,2.43
13.83,19.1,2.43
13.83,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
8.91,19.1,2.43
5.82,19.1,2.43
5.93,19.1,2.43
5.93,19.1,2.43
6.04,5.3,1.52
2.3,2.46,2.23
2.3,2.46,2.23
13.56,17.89,2.69
13.56,17.89,2.69
13.56,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
8.87,17.89,2.69
5.78,17.89,2.69
5.84,17.89,2.69
5.84,17.89,2.69
6.03,4.95,1.53
2.3,2.55,2.5
2.3,2.55,2.5
12.83,16.37,3.35
12.83,16.37,3.35
12.83,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
8.21,16.37,3.35
5.73,16.37,3.35
5.84,16.37,3.35
5.84,16.37,3.35
6.4,5.01,1.52
2.22,2.42,2.71
2.22,2.42,2.71
13.88,13.8,4.55
13.88,13.8,4.55
13.88,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
7.06,13.8,4.55
5.68,13.8,4.55
5.81,13.8,4.55
5.81,13.8,4.55
6.47,5.18,1.53
2.57,2.42,2.73
2.57,2.42,2.73
12.71,12.29,4.955
12.71,12.29,4.955
12.71,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
7.04,12.29,4.955
5.66,12.29,4.955
5.78,12.29,4.955
5.78,12.29,4.955
6.8,5.33,1.53
2.61,2.52,2.54
2.61,2.52,2.54
11.69,12.65,4.955
11.69,12.65,4.955
11.69,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
6.98,12.65,4.955
5.64,12.65,4.955
5.75,12.65,4.955
5.75,12.65,4.955
6.91,5.38,1.54
2.27,2.27,2.51
2.27,2.27,2.51
11.03,12.72,4.955
11.03,12.72,4.955
11.03,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
6.98,12.72,4.955
5.63,12.72,4.955
5.68,12.72,4.955
5.68,12.72,4.955
6.68,5.63,1.53
2.52,2.52,2.54
2.52,2.52,2.54
12.19,12.19,4.955
12.19,12.19,4.955
12.19,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.95,12.19,4.955
6.96,12.19,4.955
13.17,12.19,4.955
13.17,12.19,4.955
7.2,6.04,1.53
2.42,2.44,2.45
2.42,2.44,2.45
12.02,10.53,4.955
12.02,10.53,4.955
12.02,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
6.97,10.53,4.955
7.32,6.7,1.57
2.02,2.45,2.41
2.02,2.45,2.41
11.94,10.93,4.955
11.94,10.93,4.955
11.94,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
13.21,10.93,4.955
7.61,6.83,1.6
1.54,2.43,2.37
1.54,2.43,2.37
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
10.68,10.94,4.955
7.0,7.24,1.58
1.12,2.34,2.41
1.12,2.34,2.41
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
11.66,11.18,4.955
7.25,7.29,1.58
1.59,2.51,2.41
1.59,2.51,2.41
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
11.72,10.21,4.955
6.45,7.39,1.55
2.27,2.37,2.42
2.27,2.37,2.42
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
12.04,9.67,4.955
6.64,7.44,1.54
2.32,2.52,2.36
2.32,2.52,2.36
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
11.1,9.45,4.955
5.88,7.53,1.54
2.3,2.27,2.32
2.3,2.27,2.32
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
11.95,9.85,4.955
5.89,7.87,1.56
2.15,2.32,2.26
2.15,2.32,2.26
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
12.27,10.38,4.955
6.22,7.71,1.56
1.37,2.18,2.13
1.37,2.18,2.13
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
12.15,10.27,4.87
6.27,7.73,1.55
1.39,2.46,2.03
1.39,2.46,2.03
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
12.3,11.38,4.54
6.39,7.69,1.55
1.85,2.45,1.93
1.85,2.45,1.93
12.02,11.85,4.04
12.02,11.85,4.04
12.02,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
23.905,11.85,4.04
6.26,7.32,1.52
2.45,2.45,1.85
2.45,2.45,1.85
11.47,12.11,3.7
11.47,12.11,3.7
11.47,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
23.905,12.11,3.7
6.33,7.43,1.53
2.26,2.35,1.81
2.26,2.35,1.81
11.53,11.81,3.48
11.53,11.81,3.48
11.53,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
12.86,11.81,3.48
6.98,7.48,1.52
2.56,2.58,1.83
2.56,2.58,1.83
12.1,12.41,3.26
12.1,12.41,3.26
12.1,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
8.52,12.41,3.26
7.0,7.49,1.52
2.4,2.71,1.87
2.4,2.71,1.87
12.03,12.65,3.03
12.03,12.65,3.03
12.03,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
8.94,12.65,3.03
6.51,7.74,1.51
2.74,2.54,1.88
2.74,2.54,1.88
11.19,13.05,2.87
11.19,13.05,2.87
11.19,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
8.84,13.05,2.87
6.36,8.23,1.53
2.85,2.57,1.93
2.85,2.57,1.93
12.02,12.6,2.67
12.02,12.6,2.67
12.02,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
8.05,12.6,2.67
6.51,8.08,1.58
3.2,2.76,1.96
3.2,2.76,1.96
11.55,12.99,2.52
11.55,12.99,2.52
11.55,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
7.45,12.99,2.52
6.32,8.17,1.54
6.32,8.17,2.05
6.32,8.17,2.05
11.85,12.31,2.46
11.85,12.31,2.46
11.85,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
17.44,12.31,2.46
7.19,8.33,1.57
7.19,8.33,1.57
7.19,8.33,1.57
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
12.36,12.07,2.47
7.87,8.0,2.47
7.87,8.0,2.47
7.87,8.0,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
12.54,12.43,2.47
7.3,7.94,1.53
7.3,7.94,1.53
7.3,7.94,1.53
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
11.85,13.35,2.4
7.67,8.0,1.52
7.67,8.0,1.52
7.67,8.0,1.52
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
12.69,14.35,2.25
6.82,8.19,1.49
6.82,8.19,1.49
6.82,8.19,1.49
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
11.6,14.51,2.19
7.24,8.44,1.52
7.24,8.44,1.52
7.24,8.44,1.52
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
11.99,15.35,2.09
6.88,8.5,1.52
6.88,8.5,1.52
6.88,8.5,1.52
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
12.22,15.4,2.14
7.76,8.96,1.49
7.76,8.96,1.49
7.76,8.96,1.49
12.88,15.12,2.26
12.88,15.12,2.26
12.88,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
23.905,15.12,2.26
6.41,8.99,1.54
6.41,8.99,1.54
6.41,8.99,1.54
12.22,14.78,2.39
12.22,14.78,2.39
12.22,14.78,2.39
23.905,14.78,2.39
23.905,14.78,2.39
23.905,14.78,2.39
23.905,14.78,2.39
23.905,14.78,2.39
23.905,14.78,2.39
